,c1,c2,c3,c4,k31,k41,k51,num_trial
0,2.4898297736446526,-1.315626735399195,0.6136416984120069,0.8583341500833924,-5.887871578351507,1.2890319830643535,-2.8662146784703153,0
1,2.4898297736446526,-1.315626735399195,0.6136416984120069,0.8583341500833924,-5.887871578351507,1.2890319830643535,-2.8662146784703153,0
2,2.4898297736446526,-1.315626735399195,0.6136416984120069,0.8583341500833924,-5.887871578351507,1.2890319830643535,-2.8662146784703153,0
3,2.4898297736446526,-1.315626735399195,0.6136416984120069,0.8583341500833924,-5.887871578351507,1.2890319830643535,-2.8662146784703153,0
4,2.4898901192402274,-1.3156266840768887,0.6136389022381423,0.8556475202026891,-4.655426587788463,1.2968511200601578,-2.885693186934868,0
5,2.4898901192402274,-1.3156266840768887,0.6136389022381423,0.8556475202026891,-4.655426587788463,1.2968511200601578,-2.885693186934868,0
6,2.4898764867436762,-1.3156266814506032,0.6136328860428873,0.8579806897662718,-5.693282468330651,1.2889090079623993,-2.9501494253005838,0
7,2.4898764867436762,-1.3156266814506032,0.6136328860428873,0.8579806897662718,-5.693282468330651,1.2889090079623993,-2.9501494253005838,0
8,2.4898764867436762,-1.3156266814506032,0.6136328860428873,0.8579806897662718,-5.693282468330651,1.2889090079623993,-2.9501494253005838,0
9,2.489827570570241,-1.315626696608622,0.6136310617000832,0.8564370146786567,-5.7985806530219834,1.2884725039614227,-2.110848116796916,0
10,2.339840507514066,-1.3091865503459656,1.077310746072118,-9.927730167014275,-5.943862114987599,2.4922797928010003,-1.2503941225741166,1
11,2.339840507514066,-1.3091865503459656,1.077310746072118,-9.927730167014275,-5.943862114987599,2.4922797928010003,-1.2503941225741166,1
12,2.339840507514066,-1.3091865503459656,1.077310746072118,-9.927730167014275,-5.943862114987599,2.4922797928010003,-1.2503941225741166,1
13,2.339840507514066,-1.3091865503459656,1.077310746072118,-9.927730167014275,-5.943862114987599,2.4922797928010003,-1.2503941225741166,1
14,2.339840507514066,-1.3091865503459656,1.077310746072118,-9.927730167014275,-5.943862114987599,2.4922797928010003,-1.2503941225741166,1
15,2.339840507514066,-1.3091865503459656,1.077310746072118,-9.927730167014275,-5.943862114987599,2.4922797928010003,-1.2503941225741166,1
16,2.339840507514066,-1.3091865503459656,1.077310746072118,-9.927730167014275,-5.943862114987599,2.4922797928010003,-1.2503941225741166,1
17,2.3398031337654595,-1.3091881475294151,1.0773107290639723,-9.216000748412764,-10.736685010515085,2.4922232906270634,1.137073263291335,1
18,2.3398031337654595,-1.3091881475294151,1.0773107290639723,-9.216000748412764,-10.736685010515085,2.4922232906270634,1.137073263291335,1
19,2.3398031337654595,-1.3091881475294151,1.0773107290639723,-9.216000748412764,-10.736685010515085,2.4922232906270634,1.137073263291335,1
20,2.3550374488667347,-1.2999098538077325,0.4950968873346991,1.7186929924248442,-4.281733461423208,1.9952308749257135,-5.426937562504202,2
21,2.3550374488667347,-1.2999098538077325,0.4950968873346991,1.7186929924248442,-4.281733461423208,1.9952308749257135,-5.426937562504202,2
22,2.3550374488667347,-1.2999098538077325,0.4950968873346991,1.7186929924248442,-4.281733461423208,1.9952308749257135,-5.426937562504202,2
23,2.3550374505760883,-1.2999112823636327,0.4950968975793526,1.718689866951681,-4.326176376124366,1.9952315165090089,-5.318220478939955,2
24,2.3550374505760883,-1.2999112823636327,0.4950968975793526,1.718689866951681,-4.326176376124366,1.9952315165090089,-5.318220478939955,2
25,2.3550374505760883,-1.2999112823636327,0.4950968975793526,1.718689866951681,-4.326176376124366,1.9952315165090089,-5.318220478939955,2
26,2.355037427342088,-1.2999160625845652,0.4950968868324005,1.7186832843506907,-4.321184116260938,1.995201781515993,-5.718804253258973,2
27,2.355037427342088,-1.2999160625845652,0.4950968868324005,1.7186832843506907,-4.321184116260938,1.995201781515993,-5.718804253258973,2
28,2.355037427342088,-1.2999160625845652,0.4950968868324005,1.7186832843506907,-4.321184116260938,1.995201781515993,-5.718804253258973,2
29,2.3550374106076695,-1.2999152134713539,0.49509688358900733,1.7186933087593677,-4.377392380597744,1.9951742617377053,-5.3862858003340985,2
30,2.5397954765474586,-1.3137475564603467,0.729396178138463,-0.008823420835456355,-1.9886095330477545,1.493344789191067,-1.5132984753742273,3
31,2.539798273734356,-1.313770854098434,0.7293963401807333,-0.007125828335584663,-1.9000091288739025,1.4890487743705054,-1.6358672822282405,3
32,2.539798273734356,-1.313770854098434,0.7293963401807333,-0.007125828335584663,-1.9000091288739025,1.4890487743705054,-1.6358672822282405,3
33,2.539794867114033,-1.313876572571887,0.7293961946695293,-0.003909163097259161,-2.394096595426058,1.4900512787921856,-5.808482086925138,3
34,2.539794867114033,-1.313876572571887,0.7293961946695293,-0.003909163097259161,-2.394096595426058,1.4900512787921856,-5.808482086925138,3
35,2.539812087934347,-1.3138141314642697,0.7293963540182291,-0.008796622828710686,-2.075504845762777,1.4810836172568642,-1.6704719981017013,3
36,2.539796514327953,-1.3138633405755875,0.7293962525065187,-0.0045066636259742734,-1.851025455384363,1.4929035392457315,-1.5332418117456135,3
37,2.539796514327953,-1.3138633405755875,0.7293962525065187,-0.0045066636259742734,-1.851025455384363,1.4929035392457315,-1.5332418117456135,3
38,2.539798288802061,-1.3138668564119163,0.7293964049587776,-0.013631818409349367,-1.8964093330412715,1.4903094440788116,-1.7797574026894312,3
39,2.539798288802061,-1.3138668564119163,0.7293964049587776,-0.013631818409349367,-1.8964093330412715,1.4903094440788116,-1.7797574026894312,3
40,2.242587456446733,-1.385871267400974,0.624446555904781,3.1765925456544246,-8.568631474985837,3.1302221585922627,2.1104757550561777,4
41,2.242587456446733,-1.385871267400974,0.624446555904781,3.1765925456544246,-8.568631474985837,3.1302221585922627,2.1104757550561777,4
42,2.242587456446733,-1.385871267400974,0.624446555904781,3.1765925456544246,-8.568631474985837,3.1302221585922627,2.1104757550561777,4
43,2.2441829854895583,-1.38587153401108,0.6244487660456886,3.1765648129878583,-8.706417157735002,3.124441267198845,2.110471883786697,4
44,2.2441829854895583,-1.38587153401108,0.6244487660456886,3.1765648129878583,-8.706417157735002,3.124441267198845,2.110471883786697,4
45,2.2441829854895583,-1.38587153401108,0.6244487660456886,3.1765648129878583,-8.706417157735002,3.124441267198845,2.110471883786697,4
46,2.2451915262748727,-1.3858706831916776,0.6244557218692063,3.176562591774511,-7.620545088905853,3.1313220031976368,2.1104788175001237,4
47,2.2451915262748727,-1.3858706831916776,0.6244557218692063,3.176562591774511,-7.620545088905853,3.1313220031976368,2.1104788175001237,4
