c1,c2,c3,c4,k31,k41,k51,num_trial
3.8138243071370805,-1.5891260917708923,0.14236154210926175,5.872451195769578,-2.7367975331442227,-1.7843921715341997,-3.598291857826947,0
3.8138243071370805,-1.5891260917708923,0.14236154210926175,5.872451195769578,-2.7367975331442227,-1.7843921715341997,-3.598291857826947,0
3.8138103874319893,-1.590572166214922,0.14216228919798835,5.873837193656737,-3.5199664070449246,-1.700822702636021,-3.878843977616168,0
3.8138103874319893,-1.590572166214922,0.14216228919798835,5.873837193656737,-3.5199664070449246,-1.700822702636021,-3.878843977616168,0
3.8138103874319893,-1.590572166214922,0.14216228919798835,5.873837193656737,-3.5199664070449246,-1.700822702636021,-3.878843977616168,0
3.8138243670696292,-1.5899086553718018,0.14158045354017806,5.758533263059476,-3.0181666013996105,-1.6684657127378915,-3.767792908460106,0
3.8138071563735947,-1.5885400957320612,0.1416149650724195,5.2046533648758855,-3.4950497235392786,-1.728362664186773,-3.5685484704544046,0
3.8138071563735947,-1.5885400957320612,0.1416149650724195,5.2046533648758855,-3.4950497235392786,-1.728362664186773,-3.5685484704544046,0
3.8138071563735947,-1.5885400957320612,0.1416149650724195,5.2046533648758855,-3.4950497235392786,-1.728362664186773,-3.5685484704544046,0
3.8138071563735947,-1.5885400957320612,0.1416149650724195,5.2046533648758855,-3.4950497235392786,-1.728362664186773,-3.5685484704544046,0
1.7068347511712214,-0.7336238649870064,0.3548323894834034,0.7561055027076851,2.40079854262336,-0.11623539311230116,-1.4626171205908474,1
1.7068261623029861,-0.7336020308578132,0.35490894035200565,0.7562149137075431,2.4007808401518136,-0.11597263966089714,-3.154698692708168,1
1.7068261623029861,-0.7336020308578132,0.35490894035200565,0.7562149137075431,2.4007808401518136,-0.11597263966089714,-3.154698692708168,1
1.7068300220248955,-0.7336175492993049,0.3548231604934761,0.756118294797884,2.400767877552925,-0.11620850043143674,-1.9879822528067457,1
1.7068300220248955,-0.7336175492993049,0.3548231604934761,0.756118294797884,2.400767877552925,-0.11620850043143674,-1.9879822528067457,1
1.7068300220248955,-0.7336175492993049,0.3548231604934761,0.756118294797884,2.400767877552925,-0.11620850043143674,-1.9879822528067457,1
1.7068477790364358,-0.73360492995861,0.35491089954215105,0.7562155275854074,2.4007859538588603,-0.11621090865604981,-3.1309314338732603,1
1.7068477790364358,-0.73360492995861,0.35491089954215105,0.7562155275854074,2.4007859538588603,-0.11621090865604981,-3.1309314338732603,1
1.7068477790364358,-0.73360492995861,0.35491089954215105,0.7562155275854074,2.4007859538588603,-0.11621090865604981,-3.1309314338732603,1
1.7068226544217189,-0.7336062560498158,0.35490793971392803,0.756229440529483,2.4007797968220737,-0.11620693835942433,-3.1887337016009267,1
3.0859327533560044,-1.7816559805936905,0.38980965579770743,7.427043130284331,0.1997297926806606,-1.2014887494159907,-11.040531411254374,2
3.0859327533560044,-1.7816559805936905,0.38980965579770743,7.427043130284331,0.1997297926806606,-1.2014887494159907,-11.040531411254374,2
3.0859327533560044,-1.7816559805936905,0.38980965579770743,7.427043130284331,0.1997297926806606,-1.2014887494159907,-11.040531411254374,2
3.0859327533560044,-1.7816559805936905,0.38980965579770743,7.427043130284331,0.1997297926806606,-1.2014887494159907,-11.040531411254374,2
3.0859417667183338,-1.7816460940631094,0.3898937776431461,5.716239962673152,0.19970996448489672,-1.2129640754748012,-3.6515337818833102,2
3.0859417667183338,-1.7816460940631094,0.3898937776431461,5.716239962673152,0.19970996448489672,-1.2129640754748012,-3.6515337818833102,2
3.086266426371456,-1.7816420129359538,0.38998207295817205,6.687191940684091,0.19928835669361872,-1.202097976703042,-3.7635215844156393,2
3.086266426371456,-1.7816420129359538,0.38998207295817205,6.687191940684091,0.19928835669361872,-1.202097976703042,-3.7635215844156393,2
3.086266426371456,-1.7816420129359538,0.38998207295817205,6.687191940684091,0.19928835669361872,-1.202097976703042,-3.7635215844156393,2
3.086266426371456,-1.7816420129359538,0.38998207295817205,6.687191940684091,0.19928835669361872,-1.202097976703042,-3.7635215844156393,2
2.9029091073522135,-1.2012707392062072,0.4899608756561722,3.669288794842557,2.8648201080127023,0.6843745795833002,2.82430066761422,3
2.9029091073522135,-1.2012707392062072,0.4899608756561722,3.669288794842557,2.8648201080127023,0.6843745795833002,2.82430066761422,3
2.9029091073522135,-1.2012707392062072,0.4899608756561722,3.669288794842557,2.8648201080127023,0.6843745795833002,2.82430066761422,3
2.9029091073522135,-1.2012707392062072,0.4899608756561722,3.669288794842557,2.8648201080127023,0.6843745795833002,2.82430066761422,3
2.9030596137909788,-1.2020339476543254,0.49008179988283435,3.614257818698589,2.864814253038882,0.5533239455648635,2.82606939660153,3
2.9030596137909788,-1.2020339476543254,0.49008179988283435,3.614257818698589,2.864814253038882,0.5533239455648635,2.82606939660153,3
2.9030596137909788,-1.2020339476543254,0.49008179988283435,3.614257818698589,2.864814253038882,0.5533239455648635,2.82606939660153,3
2.9029545283164326,-1.2012837917433965,0.4883800074836322,3.688074692839919,2.8649408903506286,0.6789725343611421,2.8235517942562285,3
2.9029545283164326,-1.2012837917433965,0.4883800074836322,3.688074692839919,2.8649408903506286,0.6789725343611421,2.8235517942562285,3
2.9029545283164326,-1.2012837917433965,0.4883800074836322,3.688074692839919,2.8649408903506286,0.6789725343611421,2.8235517942562285,3
3.7790168193779143,-1.614298759137474,1.748170198193619,1.2888306785961003,-1.1704321369417747,5.363711657974486,-6.0380757646489265,4
3.7790168193779143,-1.614298759137474,1.748170198193619,1.2888306785961003,-1.1704321369417747,5.363711657974486,-6.0380757646489265,4
3.7790168193779143,-1.614298759137474,1.748170198193619,1.2888306785961003,-1.1704321369417747,5.363711657974486,-6.0380757646489265,4
3.7790168193779143,-1.614298759137474,1.748170198193619,1.2888306785961003,-1.1704321369417747,5.363711657974486,-6.0380757646489265,4
3.7790168193779143,-1.614298759137474,1.748170198193619,1.2888306785961003,-1.1704321369417747,5.363711657974486,-6.0380757646489265,4
3.7790168193779143,-1.614298759137474,1.748170198193619,1.2888306785961003,-1.1704321369417747,5.363711657974486,-6.0380757646489265,4
3.7790168193779143,-1.614298759137474,1.748170198193619,1.2888306785961003,-1.1704321369417747,5.363711657974486,-6.0380757646489265,4
3.781186426568866,-1.614287006765859,1.6889087202907311,1.2893858933502773,-1.136396599538628,5.314288785375587,-6.033237368155291,4
3.7825082039925433,-1.6142764367604532,1.698353583250476,1.2847486501123564,-1.1787280668876046,5.31573424302144,-6.275862924820168,4
3.7825082039925433,-1.6142764367604532,1.698353583250476,1.2847486501123564,-1.1787280668876046,5.31573424302144,-6.275862924820168,4
2.7121685939891114,-1.568236394914416,0.40406987814425843,0.8739169901591194,0.8103086093953036,-5.761087627454468,2.548709811771491,5
2.7121685939891114,-1.568236394914416,0.40406987814425843,0.8739169901591194,0.8103086093953036,-5.761087627454468,2.548709811771491,5
2.7122257372424827,-1.5682362983648608,0.4042160468134607,0.8736294574799227,0.8103109181647836,-5.78890223161566,2.4580080005468417,5
2.7122640718867195,-1.568238319775912,0.40451034195801217,0.8742964851934654,0.8102981345511565,-5.36350449542636,2.346069634007744,5
2.7122640718867195,-1.568238319775912,0.40451034195801217,0.8742964851934654,0.8102981345511565,-5.36350449542636,2.346069634007744,5
2.7122640718867195,-1.568238319775912,0.40451034195801217,0.8742964851934654,0.8102981345511565,-5.36350449542636,2.346069634007744,5
2.712183622236144,-1.5682410005370355,0.4050073238747865,0.8739252036305725,0.8103409575034133,-5.751545256286613,2.3460887993554707,5
2.712183622236144,-1.5682410005370355,0.4050073238747865,0.8739252036305725,0.8103409575034133,-5.751545256286613,2.3460887993554707,5
2.7121745575897327,-1.5682387213078561,0.40460364452391107,0.8739460413956767,0.8103227195963401,-5.7555800172897165,2.3460725240839024,5
2.712225473059788,-1.5682437419754325,0.4049729504668531,0.87390543611972,0.8103351475757121,-5.837824990697147,2.34606749836032,5
2.9907029883420178,-1.5829159519391358,0.4463942690582879,-0.8715782940956154,0.4982593861333996,-4.453108973146787,2.7061961353852193,6
2.9907029883420178,-1.5829159519391358,0.4463942690582879,-0.8715782940956154,0.4982593861333996,-4.453108973146787,2.7061961353852193,6
2.9907029883420178,-1.5829159519391358,0.4463942690582879,-0.8715782940956154,0.4982593861333996,-4.453108973146787,2.7061961353852193,6
2.9906683743006095,-1.5829265047188594,0.44639356196835517,-0.9379496043872896,0.4979612873277768,-4.5454632402130075,2.708117735430529,6
2.9906589986222736,-1.5825578114046293,0.4467584849540283,-0.9907896238485296,0.4975313953024009,-4.487391685091261,2.690685729108483,6
2.9906589986222736,-1.5825578114046293,0.4467584849540283,-0.9907896238485296,0.4975313953024009,-4.487391685091261,2.690685729108483,6
2.9906589986222736,-1.5825578114046293,0.4467584849540283,-0.9907896238485296,0.4975313953024009,-4.487391685091261,2.690685729108483,6
