,c1,c2,c3,c4,k31,k41,k51,num_trial
0,2.4226982090613847,-1.5473642312958045,0.3241027873398581,2.0870602924728474,-7.085193113482736,-4.1682526340547215,2.046369438118447,0
1,2.4226982090613847,-1.5473642312958045,0.3241027873398581,2.0870602924728474,-7.085193113482736,-4.1682526340547215,2.046369438118447,0
2,2.4226982090613847,-1.5473642312958045,0.3241027873398581,2.0870602924728474,-7.085193113482736,-4.1682526340547215,2.046369438118447,0
3,2.4226982640120527,-1.5473642320604286,0.3241293033732797,2.0791602755816294,-7.257172082832094,-4.169258683455942,2.046371609449466,0
4,2.422698269047216,-1.5473642325465677,0.3241304188020361,2.0774192030366443,-7.2433676295426785,-4.175496288747299,2.046375890743509,0
5,2.422698269047216,-1.5473642325465677,0.3241304188020361,2.0774192030366443,-7.2433676295426785,-4.175496288747299,2.046375890743509,0
6,2.422698269047216,-1.5473642325465677,0.3241304188020361,2.0774192030366443,-7.2433676295426785,-4.175496288747299,2.046375890743509,0
7,2.422698269047216,-1.5473642325465677,0.3241304188020361,2.0774192030366443,-7.2433676295426785,-4.175496288747299,2.046375890743509,0
8,2.422698269047216,-1.5473642325465677,0.3241304188020361,2.0774192030366443,-7.2433676295426785,-4.175496288747299,2.046375890743509,0
9,2.4226982551835716,-1.5473642313259706,0.3241231010154424,2.079621771300411,-6.899318261688492,-4.1793639939844915,2.0463141946378935,0
10,2.4693575790192437,-1.5208340632245794,0.2725302166403183,1.534756679270962,-4.778020381648073,1.143551328653092,-0.6744435588780222,1
11,2.4693799464115362,-1.5208340681547996,0.2724795939279745,1.5344254070823702,-3.748643706526869,1.1434377820869404,-0.7424538342374795,1
12,2.4693799464115362,-1.5208340681547996,0.2724795939279745,1.5344254070823702,-3.748643706526869,1.1434377820869404,-0.7424538342374795,1
13,2.4693799464115362,-1.5208340681547996,0.2724795939279745,1.5344254070823702,-3.748643706526869,1.1434377820869404,-0.7424538342374795,1
14,2.4693799464115362,-1.5208340681547996,0.2724795939279745,1.5344254070823702,-3.748643706526869,1.1434377820869404,-0.7424538342374795,1
15,2.469385865154753,-1.5208340706563976,0.27250378980637957,1.5346335933764885,-4.600517863325814,1.1417835130352523,-0.6032666480741807,1
16,2.469385865154753,-1.5208340706563976,0.27250378980637957,1.5346335933764885,-4.600517863325814,1.1417835130352523,-0.6032666480741807,1
