,c1,c2,c3,c4,k31,k41,k51,num_trial
0,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
1,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
2,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
3,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
4,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
5,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
6,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
7,2.566970033223403,-1.545484972273957,-0.10639756269441145,2.4140371766274034,-3.595581392911761,-3.3764101019250137,0.06078985800253511,0
8,2.576893958376057,-1.5452728919226821,-0.10531855533171743,2.629473047109195,-1.9617791873454289,-6.201351037594005,-3.1878227055986352,0
9,2.5671571517818967,-1.5454273813427573,-0.10629681241263043,2.4873781821842598,-3.1697746535341005,-3.562075209814752,-0.5041607308780338,0
10,2.64744424038246,-1.5566283286812268,0.213340381940471,0.8047468536486999,-3.48021893154711,1.5805140132217295,1.1182619465809296,1
11,2.64744424038246,-1.5566283286812268,0.213340381940471,0.8047468536486999,-3.48021893154711,1.5805140132217295,1.1182619465809296,1
12,2.6474443275772632,-1.5566283566785923,0.21342723836839353,0.8130785087311987,-4.053979311241585,1.580534251827569,-0.3209734180508559,1
13,2.6474443275772632,-1.5566283566785923,0.21342723836839353,0.8130785087311987,-4.053979311241585,1.580534251827569,-0.3209734180508559,1
14,2.6474443275772632,-1.5566283566785923,0.21342723836839353,0.8130785087311987,-4.053979311241585,1.580534251827569,-0.3209734180508559,1
15,2.6474443275772632,-1.5566283566785923,0.21342723836839353,0.8130785087311987,-4.053979311241585,1.580534251827569,-0.3209734180508559,1
16,2.647444151073927,-1.5566283572097839,0.2134730525655892,0.8109692234985824,-3.9792974623956945,1.5805359085048012,-0.3228432910409808,1
